,Industry,Job Title,Responsibilities,Skills,base_location,job_level,salary,salary_mid,jd_id,jd_text,edu_req,exp_req,working_hours
0,Retail,Visual Merchandiser,Conduct A/B testing on store planograms to maximize conversion.,"Visual Merchandising, Space Planning, Data Analysis",Shanghai,Junior,9k-11k/月,10.0,JD_0000,"Visual Merchandiser | Retail | Shanghai | Level: Junior | Salary: 9k-11k/月. Conduct A/B testing on store planograms to maximize conversion. Skills: Visual Merchandising, Space Planning, Data Analysis",Bachelor's,0-1年,45-50
1746,Telecom,5G Network Architect,Design 5G Standalone (SA) core topologies using NFV/SDN.,Network Slicing,Changsha,Mid-level,13k-16k/月,14.5,JD_1746,5G Network Architect | Telecom | Changsha | Level: Mid-level | Salary: 13k-16k/月. Design 5G Standalone (SA) core topologies using NFV/SDN. Skills: Network Slicing,Bachelor's,1-3年,40-45
1747,Manufacturing,Quality Control Spec,Conduct root cause analysis using 8D and Ishikawa diagrams for out-of-spec batches.,"Six Sigma, Minitab",Chengdu,Mid-level,13k-16k/月,14.5,JD_1747,"Quality Control Spec | Manufacturing | Chengdu | Level: Mid-level | Salary: 13k-16k/月. Conduct root cause analysis using 8D and Ishikawa diagrams for out-of-spec batches. Skills: Six Sigma, Minitab",Master's,0年,50-60
1748,Telecom,OSS/BSS Developer,Automate provisioning workflows for fiber and mobile activations.,"OSS/BSS Systems, Telecom Standards, Java, Microservices",Suzhou,Senior,19k-23k/月,21.0,JD_1748,"OSS/BSS Developer | Telecom | Suzhou | Level: Senior | Salary: 19k-23k/月. Automate provisioning workflows for fiber and mobile activations. Skills: OSS/BSS Systems, Telecom Standards, Java, Microservices",Master's,5-10年,45-50
1749,Healthcare,Health Informatics Specialist,Design clinical decision support (CDS) alerts within the EHR to improve patient safety.,"HL7/FHIR, EHR/EMR Systems, SQL",Chongqing,Intern,7k-8k/月,7.5,JD_1749,"Health Informatics Specialist | Healthcare | Chongqing | Level: Intern | Salary: 7k-8k/月. Design clinical decision support (CDS) alerts within the EHR to improve patient safety. Skills: HL7/FHIR, EHR/EMR Systems, SQL",Bachelor's,0年,40-45
1750,Logistics,Demand Forecaster,Incorporate macroeconomic indicators into advanced machine learning forecasts.,"Time Series Forecasting, S&OP Process, Excel/VBA, Statistical Modeling",Changsha,Mid-level,15k-18k/月,16.5,JD_1750,"Demand Forecaster | Logistics | Changsha | Level: Mid-level | Salary: 15k-18k/月. Incorporate macroeconomic indicators into advanced machine learning forecasts. Skills: Time Series Forecasting, S&OP Process, Excel/VBA, Statistical Modeling",Bachelor's,0年,45-50
1751,E-Commerce,Growth Hacker,Design viral acquisition loops and referral programs to decrease Customer Acquisition Cost (CAC).,"A/B Testing, Growth Marketing",Zhengzhou,Lead,28k-34k/月,31.0,JD_1751,"Growth Hacker | E-Commerce | Zhengzhou | Level: Lead | Salary: 28k-34k/月. Design viral acquisition loops and referral programs to decrease Customer Acquisition Cost (CAC). Skills: A/B Testing, Growth Marketing",Bachelor's,5-10年,>60
1752,Real Estate,PropTech Product Mgr,Define requirements for online lease negotiation features.,"Product Management, PropTech Market, Agile, UX/UI",Xi'an,Manager,30k-37k/月,33.5,JD_1752,"PropTech Product Mgr | Real Estate | Xi'an | Level: Manager | Salary: 30k-37k/月. Define requirements for online lease negotiation features. Skills: Product Management, PropTech Market, Agile, UX/UI",Bachelor's,5-10年,50-60
1753,Real Estate,BIM Coordinator,Automate the extraction of quantity takeoffs from BIM models.,"BIM Coordination, Revit, Construction Knowledge",Chengdu,Junior,11k-14k/月,12.5,JD_1753,"BIM Coordinator | Real Estate | Chengdu | Level: Junior | Salary: 11k-14k/月. Automate the extraction of quantity takeoffs from BIM models. Skills: BIM Coordination, Revit, Construction Knowledge",Bachelor's,0年,40-45
1754,FinTech,Fraud Analyst,Analyze real-time transaction streams to detect account takeover (ATO) and card-not-present fraud.,"Fraud Detection, Anomaly Detection, NetworkX, SQL, Python",Xi'an,Manager,53k-65k/月,59.0,JD_1754,"Fraud Analyst | FinTech | Xi'an | Level: Manager | Salary: 53k-65k/月. Analyze real-time transaction streams to detect account takeover (ATO) and card-not-present fraud. Skills: Fraud Detection, Anomaly Detection, NetworkX, SQL, Python",Master's,3-5年,45-50
1755,Healthcare,Medical Imaging Researcher,Apply generative adversarial networks (GANs) for synthetic medical image augmentation.,"Medical Imaging (DICOM), PyTorch",Hangzhou,Lead,33k-40k/月,36.5,JD_1755,"Medical Imaging Researcher | Healthcare | Hangzhou | Level: Lead | Salary: 33k-40k/月. Apply generative adversarial networks (GANs) for synthetic medical image augmentation. Skills: Medical Imaging (DICOM), PyTorch",Master's,10年以上,>60
1756,Gaming,Monetization Analyst,Analyze A/B test results on store UI layouts to maximize conversion.,"A/B Testing, Monetization Strategy, Python",Hangzhou,Manager,40k-49k/月,44.5,JD_1756,"Monetization Analyst | Gaming | Hangzhou | Level: Manager | Salary: 40k-49k/月. Analyze A/B test results on store UI layouts to maximize conversion. Skills: A/B Testing, Monetization Strategy, Python",Ph.D.,5-10年,45-50
1757,Real Estate,Investment Analyst,Underwrite transactions for ground-up development projects.,"Underwriting, Financial Modeling, Corporate Finance",Xi'an,Lead,20k-24k/月,22.0,JD_1757,"Investment Analyst | Real Estate | Xi'an | Level: Lead | Salary: 20k-24k/月. Underwrite transactions for ground-up development projects. Skills: Underwriting, Financial Modeling, Corporate Finance",Bachelor's,5-10年,40-45
1758,Retail,POS Systems Dev,Integrate mobile wallet and contactless payment APIs.,"POS Architecture, Database Management",Nanjing,Lead,17k-21k/月,19.0,JD_1758,"POS Systems Dev | Retail | Nanjing | Level: Lead | Salary: 17k-21k/月. Integrate mobile wallet and contactless payment APIs. Skills: POS Architecture, Database Management",Bachelor's,3-5年,>60
1759,Gaming,Graphics Engine Dev,Profile GPU bottlenecks to optimize draw calls and overdraw.,C++,Xi'an,Senior,29k-35k/月,32.0,JD_1759,Graphics Engine Dev | Gaming | Xi'an | Level: Senior | Salary: 29k-35k/月. Profile GPU bottlenecks to optimize draw calls and overdraw. Skills: C++,Master's,3-5年,40-45
1760,Manufacturing,Production Scheduler,Run MRP cycles to ensure timely delivery of raw components.,"Production Planning, ERP/MRP Systems, Operations Management, Problem Solving",Chengdu,Lead,15k-19k/月,17.0,JD_1760,"Production Scheduler | Manufacturing | Chengdu | Level: Lead | Salary: 15k-19k/月. Run MRP cycles to ensure timely delivery of raw components. Skills: Production Planning, ERP/MRP Systems, Operations Management, Problem Solving",Ph.D.,10年以上,40-45
1761,Media,AdTech Systems Arch,Integrate with DSPs and SSPs using the OpenRTB protocol.,"AdTech (OpenRTB), System Architecture, High Throughput",Chengdu,Manager,19k-24k/月,21.5,JD_1761,"AdTech Systems Arch | Media | Chengdu | Level: Manager | Salary: 19k-24k/月. Integrate with DSPs and SSPs using the OpenRTB protocol. Skills: AdTech (OpenRTB), System Architecture, High Throughput",Bachelor's,10年以上,45-50
1762,Retail,Category Manager,Negotiate pricing and promotional terms with FMCG vendors.,"Pricing Strategy, Data Analysis, Negotiation",Beijing,Junior,9k-11k/月,10.0,JD_1762,"Category Manager | Retail | Beijing | Level: Junior | Salary: 9k-11k/月. Negotiate pricing and promotional terms with FMCG vendors. Skills: Pricing Strategy, Data Analysis, Negotiation",Bachelor's,0-1年,40-45
1763,E-Commerce,Personalization Specialist,Build collaborative filtering and matrix factorization models for personalized product recommendations.,"Machine Learning, Python, Spark, SQL",Xi'an,Mid-level,12k-15k/月,13.5,JD_1763,"Personalization Specialist | E-Commerce | Xi'an | Level: Mid-level | Salary: 12k-15k/月. Build collaborative filtering and matrix factorization models for personalized product recommendations. Skills: Machine Learning, Python, Spark, SQL",Bachelor's,1-3年,45-50
1764,Real Estate,Urban Planner (Tech),Draft proposals for zoning variances and planning boards.,"Urban Planning, GIS (ArcGIS), AutoCAD, Environmental Regs",Xi'an,Junior,9k-11k/月,10.0,JD_1764,"Urban Planner (Tech) | Real Estate | Xi'an | Level: Junior | Salary: 9k-11k/月. Draft proposals for zoning variances and planning boards. Skills: Urban Planning, GIS (ArcGIS), AutoCAD, Environmental Regs",Bachelor's,0年,40-45
1765,Education Technology,Adaptive Learning Dev,Develop backend APIs to serve real-time adaptive assessments during active sessions.,"Machine Learning, Algorithm Design, API Development",Changsha,Director,25k-30k/月,27.5,JD_1765,"Adaptive Learning Dev | Education Technology | Changsha | Level: Director | Salary: 25k-30k/月. Develop backend APIs to serve real-time adaptive assessments during active sessions. Skills: Machine Learning, Algorithm Design, API Development",Master's,5-10年,>60
1766,Energy,Grid Stability Researcher,Perform EMT simulations for high-voltage inverter systems.,Control Theory,Nanjing,Senior,21k-26k/月,23.5,JD_1766,Grid Stability Researcher | Energy | Nanjing | Level: Senior | Salary: 21k-26k/月. Perform EMT simulations for high-voltage inverter systems. Skills: Control Theory,Bachelor's,3-5年,40-45
1767,Media,Audience Analytics,Segment audiences by engagement patterns to target marketing.,"Audience Segmentation, Predictive Modeling, SQL, Tableau",Wuhan,Lead,23k-28k/月,25.5,JD_1767,"Audience Analytics | Media | Wuhan | Level: Lead | Salary: 23k-28k/月. Segment audiences by engagement patterns to target marketing. Skills: Audience Segmentation, Predictive Modeling, SQL, Tableau",Bachelor's,3-5年,50-60
1768,Retail,POS Systems Dev,Ensure POS architecture supports offline-mode transactions.,"POS Architecture, Database Management",Beijing,Manager,19k-24k/月,21.5,JD_1768,"POS Systems Dev | Retail | Beijing | Level: Manager | Salary: 19k-24k/月. Ensure POS architecture supports offline-mode transactions. Skills: POS Architecture, Database Management",Bachelor's,5-10年,50-60
1769,FinTech,Fraud Analyst,Utilize graph neural networks (GNNs) to uncover complex fraud rings and synthetic identity theft.,"Fraud Detection, SQL, Python",Guangzhou,VP,79k-96k/月,87.5,JD_1769,"Fraud Analyst | FinTech | Guangzhou | Level: VP | Salary: 79k-96k/月. Utilize graph neural networks (GNNs) to uncover complex fraud rings and synthetic identity theft. Skills: Fraud Detection, SQL, Python",Master's,10年以上,>60
1770,FinTech,Quantitative Analyst,Conduct rigorous backtesting of quantitative strategies accounting for slippage and transaction costs.,"Stochastic Calculus, C++, Python, Kdb+/Q",Hangzhou,Junior,19k-23k/月,21.0,JD_1770,"Quantitative Analyst | FinTech | Hangzhou | Level: Junior | Salary: 19k-23k/月. Conduct rigorous backtesting of quantitative strategies accounting for slippage and transaction costs. Skills: Stochastic Calculus, C++, Python, Kdb+/Q",Master's,0年,40-45
1771,Healthcare,Genomic Data Analyst,Analyze genome-wide association studies (GWAS) to identify polygenic risk scores.,"GATK, Genetics",Chengdu,Lead,21k-26k/月,23.5,JD_1771,"Genomic Data Analyst | Healthcare | Chengdu | Level: Lead | Salary: 21k-26k/月. Analyze genome-wide association studies (GWAS) to identify polygenic risk scores. Skills: GATK, Genetics",Master's,5-10年,50-60
1772,Gaming,Gameplay Programmer,Implement character movement and combat mechanics in Unreal Engine.,"C++, 3D Math",Chengdu,Manager,26k-32k/月,29.0,JD_1772,"Gameplay Programmer | Gaming | Chengdu | Level: Manager | Salary: 26k-32k/月. Implement character movement and combat mechanics in Unreal Engine. Skills: C++, 3D Math",Bachelor's,5-10年,50-60
1773,Retail,Store Planner,Manage store-to-store inventory transfers to balance supply.,"Retail Math, Data Analysis, ERP Systems",Chengdu,Junior,7k-8k/月,7.5,JD_1773,"Store Planner | Retail | Chengdu | Level: Junior | Salary: 7k-8k/月. Manage store-to-store inventory transfers to balance supply. Skills: Retail Math, Data Analysis, ERP Systems",Bachelor's,0年,<40
1774,Telecom,Spectrum Manager,Analyze spectrum utilization for refarming legacy bands.,"Regulatory Compliance, Spectrum Analysis, RF Engineering",Chongqing,Lead,22k-27k/月,24.5,JD_1774,"Spectrum Manager | Telecom | Chongqing | Level: Lead | Salary: 22k-27k/月. Analyze spectrum utilization for refarming legacy bands. Skills: Regulatory Compliance, Spectrum Analysis, RF Engineering",Bachelor's,5-10年,>60
1775,Media,Sound Engine Dev,Develop spatial audio algorithms for immersive VR experiences.,"Audio Programming, DSP, Acoustics",Shanghai,Mid-level,18k-22k/月,20.0,JD_1775,"Sound Engine Dev | Media | Shanghai | Level: Mid-level | Salary: 18k-22k/月. Develop spatial audio algorithms for immersive VR experiences. Skills: Audio Programming, DSP, Acoustics",Bachelor's,1-3年,45-50
1776,Energy,Energy Trader,Manage commodity price risk using derivatives and futures.,"Energy Markets, Algorithmic Trading, Python, Risk Management",Hangzhou,Senior,26k-32k/月,29.0,JD_1776,"Energy Trader | Energy | Hangzhou | Level: Senior | Salary: 26k-32k/月. Manage commodity price risk using derivatives and futures. Skills: Energy Markets, Algorithmic Trading, Python, Risk Management",High School,3-5年,50-60
1777,Media,Sound Engine Dev,Develop spatial audio algorithms for immersive VR experiences.,"DSP, C++, Wwise/FMOD, Acoustics",Guangzhou,Senior,20k-24k/月,22.0,JD_1777,"Sound Engine Dev | Media | Guangzhou | Level: Senior | Salary: 20k-24k/月. Develop spatial audio algorithms for immersive VR experiences. Skills: DSP, C++, Wwise/FMOD, Acoustics",Ph.D.,5-10年,50-60
1778,Manufacturing,Robotics Programmer,Program multi-axis industrial arms for precision welding and assembly.,"Robotics Programming, Kinematics, C++, Computer Vision",Hangzhou,Mid-level,16k-20k/月,18.0,JD_1778,"Robotics Programmer | Manufacturing | Hangzhou | Level: Mid-level | Salary: 16k-20k/月. Program multi-axis industrial arms for precision welding and assembly. Skills: Robotics Programming, Kinematics, C++, Computer Vision",Master's,3-5年,40-45
1779,Real Estate,RE Portfolio Strategist,Evaluate climate change risk on property valuations.,"Risk Modeling, Financial Analysis, Macroeconomics",Tianjin,Junior,11k-13k/月,12.0,JD_1779,"RE Portfolio Strategist | Real Estate | Tianjin | Level: Junior | Salary: 11k-13k/月. Evaluate climate change risk on property valuations. Skills: Risk Modeling, Financial Analysis, Macroeconomics",Bachelor's,1-3年,45-50
1780,Real Estate,Investment Analyst,Underwrite transactions for ground-up development projects.,"Underwriting, Due Diligence, Excel",Beijing,Junior,9k-11k/月,10.0,JD_1780,"Investment Analyst | Real Estate | Beijing | Level: Junior | Salary: 9k-11k/月. Underwrite transactions for ground-up development projects. Skills: Underwriting, Due Diligence, Excel",Bachelor's,1-3年,45-50
1781,Real Estate,Leasing Ops Lead,Analyze tenant roll-over risk and develop retention strategies.,"Lease Administration, Operations Management, Negotiation",Hangzhou,Junior,13k-16k/月,14.5,JD_1781,"Leasing Ops Lead | Real Estate | Hangzhou | Level: Junior | Salary: 13k-16k/月. Analyze tenant roll-over risk and develop retention strategies. Skills: Lease Administration, Operations Management, Negotiation",Bachelor's,0-1年,45-50
1782,Retail,Loss Prevention Spec,Conduct audits on cash-handling and inventory management.,"Loss Prevention, Data Analysis, Physical Security",Beijing,Senior,21k-26k/月,23.5,JD_1782,"Loss Prevention Spec | Retail | Beijing | Level: Senior | Salary: 21k-26k/月. Conduct audits on cash-handling and inventory management. Skills: Loss Prevention, Data Analysis, Physical Security",Master's,3-5年,40-45
1783,Media,Social Strategist,Design content calendars that optimize post timing for engagement.,Social Media Analytics,Changsha,Mid-level,13k-16k/月,14.5,JD_1783,Social Strategist | Media | Changsha | Level: Mid-level | Salary: 13k-16k/月. Design content calendars that optimize post timing for engagement. Skills: Social Media Analytics,Bachelor's,3-5年,50-60
1784,E-Commerce,Catalog Manager,Maintain product taxonomy and metadata integrity across millions of active SKUs.,"Taxonomy, PIM systems, Excel",Chongqing,Mid-level,14k-17k/月,15.5,JD_1784,"Catalog Manager | E-Commerce | Chongqing | Level: Mid-level | Salary: 14k-17k/月. Maintain product taxonomy and metadata integrity across millions of active SKUs. Skills: Taxonomy, PIM systems, Excel",High School,3-5年,40-45
